number of reviewer,r_last_interact(month),submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,review_time_duration_day,Avg_patch_LOC,Avg_cyclomatic_complexity,defective
1,0.5,0.5,4,0,1,0,0,20895,0.456349206,0,0.5,4,3,4,0,0,17601,1
1,1,1,90,1,6,19,1,20293,0.465809805,2,0.464267677,82,3,4,6,771,17621,0
1,1,1,90,0,6,0,0,20291,0.465809805,0,0.464267677,82,3,4,6,0,17623,0
1,1,1,62,0,4,0,0,20791,0.456025641,0,0.459431414,109,3,4,1,0,17624,1
1,1,1,62,6,4,35,0,20793,0.447526042,7,0.452898863,109,3,4,1,660.5,17624,1
1,1,1,10,2,2,5,2,18603,0.585585586,5,0.75,88,3,4,22,587,17631,0
1,1,1,20,0,4,0,0,20811,0.722627737,0,0.744855967,2,3,4,1,1388.75,17634,1
1,1,1,1,0,1,1,0,20761,0.437897366,0,1,7,3,4,1,845,17638,0
1,1,1,2,0,1,0,0,20819,0.722120658,0,0.731552163,0,3,4,1,0,17641,1
1,1,1,28,1,2,16,0,20733,0.81884058,4,0.480753968,34,3,4,1,1894.5,17644,1
1,1,1,5,2,2,4,0,20737,0.816849817,2,0.478685259,30,3,4,1,1902,17653,1
1,1,1,17,2,2,2,0,20735,0.814814815,3,0.4766,16,3,4,1,1894.5,17654,1
1,1,1,45,0,7,0,0,20815,0.718518519,0,0.720720721,0,3,4,1,1090.857143,17658,1
1,1,1,45,0,7,0,0,20813,0.714821764,0,0.691542289,0,3,4,0,1090.857143,17665,1
1,1,1,20,0,4,0,0,20809,0.712665406,0,0.671957672,2,3,4,0,0,17665,1
1,1,1,0,0,1,0,0,20801,0.606543029,0,0.588292654,24,3,4,1,636,17666,0
1,1,1,18,0,4,11,0,20799,0.602455164,0,0.584112884,11,3,4,1,5622.25,17674,0
1,1,1,13,0,2,4,0,20185,0.711574953,3,0.667676768,35,3,5,6,2229,17681,1
1,1,1,10,0,3,1,0,20563,0.709923664,0,0.661522634,5,3,4,3,843,17688,1
1,1,1,7,0,1,0,0,20561,0.709369025,0,0.65942029,1,3,4,3,1637,17693,1
1,1,1,70,0,7,3,0,20559,0.705426357,0,0.643939394,3,3,4,3,539.4285714,17693,1
1,1,1,5,0,2,2,0,20557,0.704280156,0,0.639254386,47,3,4,3,2250,17693,1
1,1,1,26,0,3,4,0,20555,0.702544031,0,0.631991051,26,3,4,3,851,17693,1
1,1,1,4,0,2,4,0,20553,0.701375246,0,0.626984127,35,3,4,3,1372,17693,1
1,1,1,0,0,1,0,0,18265,0.574074074,0,0.544270833,0,3,4,26,0,17693,0
1,1,1,0,0,1,0,0,17537,0.561904762,0,0.539473684,0,3,4,33,0,17693,0
1,1,1,0,2,1,0,0,17535,0.549019608,2,0.534574468,0,3,4,33,0,17695,0
1,1,1,0,4,1,0,0,15069,0.520833333,6,0.524456522,0,3,4,56,0,17697,0
1,1,1,0,11,1,0,9,15071,0.520833333,25,0.524456522,0,3,4,56,0,17786,0
1,0,1,1,0,1,0,0,20759,0.437130514,0,0,7,3,4,0,0,17799,1
1,1,1,12,0,4,10,0,20583,0.695652174,0,1,18,3,4,2,1822.25,17801,0
1,1,1,12,0,4,10,0,20581,0.666666667,0,1,18,3,4,2,1822.25,17803,1
1,1,1,277,0,28,72,0,8987,0.784946237,0,0.449263158,679,3,4,134,519.25,17804,1
1,1,1,0,0,3,0,0,20685,0.62037037,0,0.511461743,128,3,4,1,274.6666667,17808,1
1,1,1,29,0,5,6,0,20671,0.891699092,0,0.848063973,8,3,4,1,571.4,17815,1
1,1,1,18,0,3,8,0,20683,0.891063275,0,0.846904156,11,3,5,1,471.3333333,17815,1
1,1,1,11,0,1,0,0,20681,0.890849673,0,0.846513605,2,3,5,1,579,18070,1
1,1,1,58,0,9,9,0,20679,0.888888889,0,0.842906876,9,3,5,1,339.3333333,18098,1
1,1,1,77,0,11,12,0,20677,0.886394558,0,0.838261649,12,3,5,1,404.0909091,18115,1
1,1,1,0,0,1,0,0,20675,0.886162236,0,0.837825696,6,3,5,1,1269,18122,0
1,1,1,116,0,9,0,0,20197,0.591168091,0,0.507398116,267,3,4,6,0,18122,1
1,1,1,104,1,4,5,0,20199,0.557098765,1,0.503266321,102,3,4,6,4860.5,18134,1
1,1,1,41,0,5,21,0,20201,0.557098765,0,0.503266321,66,3,4,6,6232,18136,1
1,1,1,164,0,14,0,0,20673,0.882807018,0,0.83146592,40,3,5,0,0,18139,1
1,1,1,29,0,5,0,0,20669,0.881560284,0,0.82907197,8,3,4,0,0,18139,1
1,1,1,8,0,1,8,0,19527,0.60359003,3,0.585599176,82,3,4,12,1347,18139,1
1,1,1,17,0,1,0,0,20635,0.602555017,0,1,0,3,4,1,1422,18153,0
1,0,1,17,0,1,0,0,20633,0.601514585,0,0,0,3,4,1,0,18160,1
1,0,1,0,0,11,0,0,20219,0.463836478,0,0,21,5,4,5,112.0909091,18175,0
1,1,1,0,0,3,0,0,20627,0.598360347,1,0.457866103,87,3,4,1,40.33333333,18187,1
2,1,1,8,0,4,0,0,19525,0.59407619,0,0.520228809,169,3,4,12,0,18187,1
1,1,1,20,0,1,0,0,20615,0.592990833,0,0.442488263,1,3,4,1,0,18187,0
1,1,1,1,0,3,0,0,20503,0.589699653,0,0.430455635,23,3,4,3,0,18187,1
1,1,1,10,0,2,0,0,20497,0.587475803,0,0.422141119,2,3,4,3,0,18188,1
1,0.5,1,1,0,1,0,0,20493,0.584094457,0,0.40920398,3,3,4,3,0,18218,0
1,0.5,1,4,0,2,0,0,20491,0.584094457,0,0.40920398,4,3,4,3,0,18218,0
1,1,1,7,0,2,7,0,20599,1,0,0.526041667,28,3,4,1,3278.5,18224,0
1,1,1,0,0,1,0,0,20479,0.58295499,0,0.728200371,9,3,4,3,6107,18225,1
1,1,1,55,0,3,43,0,19789,0.444268775,0,0.44992741,170,3,5,9,452.6666667,18231,0
1,1,0,7,0,2,7,0,20597,0,0,0.518518519,28,3,4,1,3278.5,18231,1
1,1,1,51,0,82,49,0,20241,0.426082863,0,0.486215539,115,3,4,4,33.43902439,18242,1
1,1,1,12,0,2,0,0,20571,0.700197239,0,0.661202186,0,3,4,1,452.5,18270,1
1,1,1,35,0,1,1,0,20567,0.699604743,0,0.655555556,8,3,4,1,1690,18280,1
1,1,1,12,0,2,0,0,20569,0.698412698,0,0.643678161,0,3,4,0,0,18282,1
1,1,1,35,0,1,0,0,20565,0.697813121,0,0.637426901,8,3,4,0,0,18297,1
1,1,1,117,0,12,17,0,20551,0.690427699,0,0.59382716,112,3,4,0,902.0833333,18302,1
1,1,1,35,0,3,13,0,20221,0.431666667,0,0.527272727,37,5,4,3,47,18302,0
1,1,1,5,0,2,4,0,20217,0.407986111,0,0.509433962,14,5,4,3,4785,18308,1
1,1,1,0,0,1,0,0,19885,0.600307431,0,0.72462406,12,3,4,4,0,18308,1
1,1,1,1,0,1,0,0,19883,0.599206349,0,0.720952381,3,3,4,4,0,18309,1
1,1,1,6,0,8,0,0,19881,0.59017438,0,0.687633262,14,3,4,4,0,18310,1
1,1,1,0,0,1,0,0,20477,0.58901668,0,0.682900433,9,3,4,0,0,18310,1
1,1,1,0,0,2,0,0,20447,0.65188172,0,0.962121212,42,3,4,1,989.5,18310,0
2,1,1,3,0,3,0,0,20263,0.643250689,0,0.836068211,49,3,4,1,1271,18315,1
1,1,1,3,0,1,0,0,20265,0.640277778,1,0.662442396,7,3,4,1,1834,18318,1
1,1,1,0,0,4,0,0,20401,0.618707483,0,0.639162562,31,3,4,1,1542.25,18318,1
1,1,1,1,0,1,1,0,20397,0.61765709,0,0.742114629,1,3,4,1,35,18319,1
1,1,1,3,1,5,3,0,20177,0.833333333,4,0.462198582,242,3,4,2,1273.8,18325,1
1,1,1,0,0,4,0,0,20399,0.613397002,0,0.612433862,31,3,4,1,0,18330,1
1,1,1,1,0,1,0,0,20395,0.612317106,0,0.741448259,1,3,4,0,0,18351,1
1,1,1,6,0,3,6,0,20027,0.904710921,0,0.857797169,9,3,5,3,673.6666667,18354,0
1,1,1,24,0,6,6,0,20031,0.903470716,0,0.855309656,41,3,4,2,577,18356,1
1,1,1,5,0,1,3,0,20327,0.832214765,0,0.527694119,27,3,4,1,1040,18356,1
1,1,1,13,0,2,0,0,20183,0.693251534,0,0.587719298,35,3,5,2,0,18358,1
1,0,1,10,0,1,7,0,20195,0.692622951,0,0,10,3,5,2,914,18363,0
1,0,1,10,0,1,0,0,20193,0.691991786,0,0,10,3,5,2,0,18402,1
1,0,1,14,0,8,0,0,20179,0.822695035,1,0,2,3,4,1,0,18402,1
1,1,1,7,0,5,4,0,20321,0.902412281,0,0.525480877,14,3,4,1,1088.4,18404,1
1,1,1,7,0,5,0,0,20319,0.901330377,0,0.523246794,14,3,4,0,0,18444,1
1,0.5,1,382,3,89,126,0,18733,0.398556231,7,0.386574074,249,3,4,15,62.74157303,18456,1
1,0.5,1,2,0,105,0,0,18731,0.398556231,0,0.386574074,100,3,4,15,0,18458,0
1,1,1,5,0,1,1,0,20047,0.6168334,0,0.605121294,12,3,4,1,6089,18510,1
1,1,1,89,0,2,48,0,10167,0.820143885,0,0.52234726,140,3,4,113,827.5,18510,1
1,1,1,5,0,1,0,0,20045,0.615757089,0,0.597527473,12,3,4,1,0,18510,1
1,0,1,13,2,13,13,1,19571,0.789915966,4,0,33,3,4,7,435.7692308,18522,1
1,0,1,195,0,7,37,0,20175,0.789915966,0,0,239,3,4,1,1251.714286,18523,1
1,0,1,8,8,2,1,3,18417,0.786324786,12,0,1,3,4,18,1930.5,18528,1
1,0,1,12,1,2,11,1,8989,0.778761062,2,0,20,3,4,129,331,18532,1
1,0,1,1,0,2,1,0,8991,0.778761062,0,0,87,3,4,129,858.5,18555,1
1,0,1,12,0,1,0,0,19285,0.776785714,0,0,0,3,4,10,4949,18558,1
1,0,1,32,0,4,0,0,17895,0.768518519,0,0,0,3,4,24,0,18574,1
1,0,1,17,0,13,17,0,10157,0.6875,0,0,55,3,4,113,846.8461538,18575,1
1,0,1,28,5,15,0,0,10159,0.6875,5,0,110,3,4,113,0,18576,1
1,1,1,23,0,2,0,0,20155,0.514814815,0,0.72040404,40,3,4,1,0,18584,0
1,0,0,6,0,4,6,0,19981,0,0,0,37,3,4,1,1855,18602,0
1,1,1,55,5,3,0,0,19787,0.502933333,5,0.458622711,170,3,5,4,0,18602,1
1,1,1,3,0,1,3,0,20043,0.614674715,0,0.589635854,5,3,4,1,6096,18605,1
1,1,1,3,0,1,3,0,20041,0.613586225,0,0.581428571,5,3,4,0,6096,18616,1
1,1,1,33,3,4,33,0,8607,0.721574642,4,0.544918699,53,3,4,135,170.25,18616,0
1,1,1,4,11,7,2,0,10407,0.715464995,31,0.565789474,236,3,4,110,53,18616,0
1,0.333333333,1,4,0,7,0,0,10405,0.709081197,0,0.3125,236,3,4,110,0,18620,1
1,1,1,24,0,6,0,0,20029,0.960674157,0,0.932964661,41,3,4,0,0,18621,1
1,1,1,7,13,9,7,0,10423,0.700440044,13,1,198,3,4,110,563,18623,0
1,1,1,6,0,3,0,0,20025,0.96040724,0,0.932362548,9,3,5,0,0,18625,1
1,1,1,19,1,3,3,0,19283,0.675873016,1,0.549910873,30,3,4,9,3726,18626,1
1,1,1,18,1,5,12,0,19271,0.659666667,1,0.537545788,14,3,4,9,5146.4,18626,1
1,1,1,8,0,1,0,0,18743,0.656228956,0,0.519230769,5,3,4,13,12525,18635,1
1,1,1,7,0,1,7,0,16141,0.379569892,0,1,13,3,4,40,220,18642,0
1,0,0.5,7,0,1,7,0,16139,0.358888889,0,0,13,3,4,40,220,18643,1
1,1,1,2,0,1,2,0,12293,0.699448124,0,0.641456583,4,3,4,85,695,18643,0
1,1,1,2,0,1,0,0,12291,0.698449612,0,0.638418079,4,3,4,84,0,18650,1
1,1,1,45,2,4,9,1,19029,0.401515152,3,0.904761905,59,3,4,12,2407.5,18657,0
1,1,1,19,2,14,14,0,11357,0.683739837,2,0.953051643,73,3,4,100,726.7857143,18663,1
1,1,1,3,0,4,3,0,19947,0.679269729,0,0.866666667,14,3,4,1,239.25,18670,0
1,1,1,3,0,4,0,0,19945,0.674671446,0,0.777777778,14,3,4,0,0,18671,1
1,1,1,22,0,13,13,0,10051,0.65877193,0,0.942528736,102,3,4,111,621.1538462,18673,0
1,1,1,22,0,13,0,0,10049,0.641238472,0,0.925925926,102,3,4,111,0,18676,1
1,1,1,19,0,14,0,0,11355,0.620223152,0,0.892473118,73,3,4,100,0,18678,1
1,0,1,7,0,9,0,0,10421,0.605362319,0,0,198,3,4,109,0,18679,1
1,1,1,33,0,4,0,0,8605,0.598377581,0,0.533541667,53,3,4,134,0,18679,1
1,1,1,12,0,2,1,0,19913,0.960227273,0,0.931955093,8,3,5,1,498,18680,1
1,1,1,25,0,17,17,0,19911,0.958628842,0,0.928282828,36,3,5,1,433.1764706,18680,1
1,1,1,7,0,1,5,0,19909,0.958530806,0,0.92805443,5,3,5,1,846,18726,1
1,1,1,4,0,1,4,0,19907,0.958432304,0,0.927824572,4,3,5,1,846,18729,1
1,1,1,1,0,1,1,0,19905,0.958333333,0,0.92759324,1,3,5,1,778,18736,1
1,1,1,6,0,1,0,0,19903,0.95823389,0,0.927360421,3,3,5,1,784,18782,1
1,1,1,4,0,1,1,0,19899,0.737997257,0,0.75,1,3,4,1,1046,18785,1
1,1,1,76,0,1,71,0,19897,0.737457045,0,0.748062016,149,3,4,1,1666,18787,1
1,1,1,33,0,2,0,0,19893,0.73636991,0,0.744094488,0,3,4,1,2230,18787,1
1,1,1,54,0,18,0,0,19901,0.956359102,0,0.922897921,56,3,5,1,0,18791,1
1,1,1,80,0,2,72,0,19895,0.735273735,0,0.74,150,3,4,1,1356,18791,1
1,1,1,33,0,2,0,0,19891,0.734168406,0,0.735772358,0,3,4,0,2230,18801,1
1,1,1,19,0,10,17,0,19877,0.463550725,0,0.684971098,17,3,4,1,592.9,18801,1
1,1,1,0,0,1,0,0,19873,0.501606426,0,0.683139535,4,3,5,1,1358,18805,0
1,1,1,19,0,10,0,0,19875,0.45162963,0,0.663580247,17,3,4,1,0,18805,1
1,1,1,0,0,1,0,0,19871,0.499596774,0,0.661490683,4,3,5,1,1358,18811,1
1,1,1,87,0,1,0,0,19833,0.733612273,0,1,85,3,4,1,1437,18811,1
2,1,1,4,0,5,0,0,19553,0.583606222,0,0.659128534,24,3,4,5,105.6,18815,1
1,1,1,23,1,12,22,0,19635,0.575856698,1,0.478088578,29,3,4,5,1432,18817,1
1,1,1,0,0,1,0,0,19623,0.573865415,0,0.474413146,1,3,4,5,9368,18833,0
1,0,1,0,1,3,0,0,19697,0.453466287,1,0,108,3,4,4,50.66666667,18848,0
1,1,1,21,0,5,0,0,19825,0.730796335,0,0.684895833,0,3,4,1,626.2,18862,1
1,1,1,12,0,1,2,0,19799,0.612491569,0,0.572886297,24,3,4,1,5994,18864,1
1,1,1,1,0,5,1,0,19797,0.606923919,1,0.524350649,30,3,4,1,496.6,18865,0
1,0,1,11,0,10,11,0,19815,0.955242967,0,0,148,3,5,1,471.3,18886,1
1,0,1,87,0,1,0,0,19831,0.733757062,0,0,85,3,4,0,0,18887,1
1,1,1,46,0,4,13,0,19829,0.731481481,0,0.610062893,45,3,4,1,1591.25,18895,1
1,1,1,8,0,4,3,0,19821,0.729166667,0,0.740896359,19,3,4,1,1775.25,18911,1
1,1,1,5,0,4,2,0,19819,0.726811594,0,0.731884058,10,3,4,1,1741.25,18911,1
1,1,1,46,0,4,0,0,19827,0.724415205,0,0.578231293,45,3,4,0,0,18913,1
1,1,1,21,0,5,0,0,19823,0.721359941,0,0.672086721,0,3,4,0,0,18913,1
1,1,1,13,0,6,0,0,19817,0.717602996,0,0.717125382,29,3,4,0,0,18915,1
1,1,1,16,0,14,0,0,19561,0.953580902,0,0.919029,240,3,5,4,9.714285714,18916,1
1,1,1,0,0,1,0,0,19581,0.953333333,0,0.918737737,1,3,5,4,136,18949,1
1,0,1,8,1,1,0,0,19569,0.953333333,1,0,10,3,5,4,850,19014,1
1,0,1,1,0,1,0,0,19567,0.951923077,0,0,1,3,5,4,3144,19101,1
1,0,1,0,0,10,0,0,19565,0.951923077,1,0,69,3,5,4,500.1,19119,1
1,0,1,0,0,1,0,0,19563,0.951790634,0,0,15,3,5,4,376,19119,1
1,1,1,77,0,4,36,0,19809,0.449701046,0,0.659235669,157,3,4,1,1094,19119,1
1,1,1,125,0,2,0,0,19807,0.444720965,0,0.650326797,128,3,4,1,0,19119,1
1,1,1,163,0,2,0,0,19805,0.444720965,0,0.650326797,169,3,4,1,0,19119,1
1,1,1,3,1,17,3,0,19543,0.422509804,3,0.606617647,223,3,4,4,542.2941176,19119,1
1,1,1,113,0,3,11,0,19793,0.418404423,0,0.597744361,22,3,4,1,1368.666667,19119,1
1,1,1,145,0,2,0,0,19541,0.415634921,0,0.591603053,145,3,4,4,1940,19119,1
1,1,1,13,0,6,3,0,19795,0.600027847,0,0.44924812,54,3,4,0,1412.833333,19119,1
1,1,1,113,0,3,0,0,19791,0.411830536,0,0.58203125,22,3,4,0,0,19119,1
1,1,1,1,0,18,1,0,19691,0.560962451,0,0.725569074,1,3,4,2,21.83333333,19119,0
1,1,1,0,0,1,0,0,19747,0.602515723,0,0.495169082,1,3,4,1,213,19119,0
1,1,1,0,0,1,0,0,19745,0.600631912,0,0.491484185,1,3,4,0,0,19119,1
1,1,1,32,1,4,23,0,19703,0.397126437,1,0.543447293,123,3,3,1,830.5,19120,1
2,1,1,50,0,7,0,0,19699,0.397126437,0,0.53343949,144,3,3,1,0,19120,1
2,1,1,21,0,5,0,0,19701,0.38960931,0,0.518092105,24,3,3,1,15.6,19120,1
1,1,1,4,0,12,4,0,19387,0.464110128,0,0.655913978,51,3,4,3,1211.25,19121,1
2,1,1,0,0,45,0,0,19547,0.534897292,0,0.632435255,21,3,4,2,0,19127,1
1,1,1,2,0,1,0,0,19555,0.533372365,0,0.713334742,2,3,4,2,0,19131,0
1,1,1,0,0,1,0,0,19551,0.531837406,0,0.712484103,1,3,4,2,266,19131,0
1,1,1,2,0,22,2,0,19549,0.495314083,0,0.692403628,2,3,4,2,18.86363636,19141,1
2,1,1,25,0,8,8,0,19599,0.652777778,0,0.409396259,8,3,4,1,1016.375,19143,1
1,0,1,0,1,2,0,0,19365,0.369369369,1,0,101,3,4,2,0,19143,0
1,1,1,23,0,12,0,0,19633,0.576549414,0,0.340793651,29,3,4,1,0,19144,1
1,1,1,0,0,1,0,0,19621,0.574410774,0,0.334455128,1,3,4,0,0,19144,1
1,0.333333333,1,45,0,4,0,0,19027,0.341666667,0,0.333333333,59,3,4,7,0,19145,1
1,1,1,4,0,12,4,0,19389,0.444444444,0,0.438596491,51,3,4,2,1211.25,19167,1
2,1,1,25,0,8,0,0,19597,0.609375,0,0.397092014,8,3,4,0,0,19169,1
1,0,1,3,0,1,0,0,17451,0.603174603,0,0,26,3,4,22,0,19174,0
1,0,1,46,0,5,0,0,15341,0.568965517,6,0,52,3,4,41,0,19182,1
1,0,1,3,0,1,0,0,17453,0.561403509,0,0,26,3,4,21,0,19183,1
1,0,0.5,3,0,7,0,0,15337,0.5,0,0,69,3,4,41,0,19210,0
1,1,1,14,0,3,5,0,19501,0.489887353,0,0.689445971,14,3,4,1,1902.666667,19211,1
1,1,1,3,0,2,2,0,19489,0.486204229,1,0.687442396,41,3,4,1,118.5,19212,0
1,1,1,24,0,6,24,0,19493,0.474828677,0,0.681273496,55,3,4,1,1725.5,19212,1
1,1,1,3,0,1,3,0,19419,0.757132132,0,0.673497268,3,3,4,1,2039,19212,1
1,1,1,51,0,9,0,0,19487,0.456788441,0,0.671549637,178,3,4,1,0,19212,1
1,1,1,0,0,2,0,0,19495,0.45260989,1,0.669307655,43,3,4,1,92.5,19212,1
1,1,1,23,0,5,8,0,19491,0.441876751,2,0.663566468,38,3,4,1,2044.4,19214,1
1,1,1,0,0,1,0,0,19481,0.541430499,0,0.494135802,2,3,4,1,3187,19214,0
1,1,1,0,0,1,0,0,19479,0.539566396,0,0.492569659,2,3,4,1,3187,19220,1
1,1,1,0,0,1,0,0,19463,0.390583333,0,0.51951952,1,3,4,1,0,19250,0
1,1,1,0,0,1,0,0,19465,0.389055973,0,0.515151515,1,3,4,1,555,19264,1
1,1,1,3,0,1,0,0,19417,0.758841234,0,0.670798898,3,3,4,0,0,19302,1
1,1,1,1,1,1,0,0,18933,0.554474122,1,0.994475138,0,3,5,6,681,19303,1
1,1,1,20,1,2,16,1,18919,0.553631121,2,0.994444444,19,3,5,6,1980.5,19303,1
1,1,1,115,0,2,37,1,18883,0.55389077,1,0.994413408,64,3,5,6,2304.5,19307,1
1,1,1,59,1,3,20,0,18865,0.552618595,1,0.994366197,28,3,5,6,1876,19307,1
1,1,1,131,1,11,51,0,18851,0.547891222,1,0.962206333,152,3,5,6,815.8181818,19316,1
1,0,1,0,7,4,0,0,15265,0.441434469,7,0,44,3,4,41,2947.75,19324,0
1,0,1,0,0,2,0,0,19215,0.437954309,0,0,32,3,4,2,4709,19324,1
1,0,1,5,1,2,5,0,19217,0.434430512,1,0,58,3,4,2,5224,19324,1
1,1,1,2,0,2,2,0,19309,0.768329554,0,0.749221184,2,3,4,1,2347,19324,1
1,1,1,13,0,3,1,0,18807,1,0,0.4878125,62,3,2,5,34.33333333,19324,0
1,1,1,13,4,3,11,0,18809,1,5,0.4829653,62,3,2,5,1559.333333,19332,1
1,1,1,4,0,1,1,0,19313,0.572250423,0,1,1,3,4,1,60,19332,0
1,1,1,4,0,1,1,0,19311,0.570068027,0,1,1,3,4,0,60,19337,1
1,1,1,2,0,2,2,0,19307,0.767653759,0,0.744444444,2,3,4,0,2347,19338,1
1,1,1,2,0,1,2,1,19133,0.767123288,1,0.628472222,2,3,4,2,3076,19340,1
1,1,1,32,1,5,13,0,18907,0.550068946,1,0.994285714,50,3,5,5,1230.6,19340,1
1,1,1,1,0,1,1,0,18931,0.549634231,0,0.994269341,1,3,5,5,3149,19343,1
1,1,1,32,0,2,4,0,18929,0.548762274,0,0.994236311,5,3,5,5,1981,19347,1
1,1,1,13,0,2,1,0,18911,0.547886934,0,0.994202899,1,3,5,5,2220.5,19348,1
1,1,1,4,0,1,4,0,18927,0.547447989,0,0.994186047,6,3,5,5,3169,19350,1
1,1,1,1,0,1,1,0,18925,0.547008191,0,0.994169096,3,3,5,5,3167,19350,1
1,1,1,12,1,2,7,0,18923,0.546126026,1,0.994134897,9,3,5,5,1981,19352,1
1,1,1,13,0,2,13,0,18921,0.545240418,0,0.994100295,15,3,5,5,1980,19356,1
1,1,1,5,0,1,2,0,18917,0.544796317,0,0.99408284,2,3,5,5,3169,19365,1
1,1,1,4,0,1,4,0,18915,0.544351348,0,0.994065282,8,3,5,5,215,19373,1
1,1,1,1,1,1,1,0,18913,0.543905507,1,0.994047619,2,3,5,5,955,19375,1
1,1,1,17,0,2,6,0,18909,0.543011204,0,0.994011976,6,3,5,5,1989.5,19375,1
1,1,1,12,0,1,3,0,18905,0.542562737,0,0.993993994,14,3,5,5,3180,19389,1
1,1,1,34,0,8,34,0,18903,0.538943055,0,0.993846154,35,3,5,5,937.25,19389,1
1,1,1,40,0,2,7,0,18901,0.538029166,0,0.99380805,18,3,5,5,2002.5,19398,1
1,1,1,9,0,2,7,0,18899,0.537111647,0,0.99376947,7,3,5,5,1998.5,19407,1
1,1,1,2,0,1,0,0,18897,0.536651519,0,0.99375,3,3,5,5,3191,19425,1
1,1,1,46,0,2,10,0,18895,0.535728515,0,0.993710692,56,3,5,5,2003,19428,1
1,1,1,13,0,3,0,0,18893,0.534337091,0,0.993650794,0,3,5,5,1680.666667,19436,1
1,1,1,96,0,5,0,0,18891,0.531999426,0,0.993548387,0,3,5,5,1148.8,19436,1
1,1,1,46,0,2,3,0,18889,0.531057775,0,0.993506494,23,3,5,5,2040.5,19444,1
1,1,1,81,0,2,23,0,18871,0.530112327,1,0.993464052,40,3,5,5,2100.5,19446,1
1,1,1,27,0,4,3,0,19251,0.769969278,0,0.734323432,22,3,4,1,1797.5,19446,1
1,1,1,36,0,2,7,0,18887,0.529163059,0,0.993421053,20,3,5,5,2045.5,19454,1
1,1,1,240,0,4,0,0,18885,0.52725297,0,0.993333333,0,3,5,5,546.5,19456,1
1,1,1,27,0,4,0,0,19249,0.767829457,0,0.723367698,22,3,4,0,0,19457,1
1,1,1,25,0,2,0,0,18881,0.526292102,0,0.993288591,0,3,5,5,2306,19459,1
1,1,1,4,0,1,0,0,18879,0.525810202,0,0.993265993,0,3,5,5,3315,19461,1
1,1,1,24,0,2,0,0,19141,0.768302181,0,0.679271709,34,3,4,1,2223.5,19464,1
1,1,1,8,0,2,0,0,19245,0.541256831,0,0.379885057,8,3,4,1,0,19466,0
1,1,1,8,0,2,8,0,19247,0.537465565,0,0.375096525,8,3,4,1,1919,19474,1
1,1,1,5,0,1,4,0,19013,0.767759563,0,0.676553672,7,3,4,4,3086,19477,1
1,1,1,15,0,1,2,0,18877,0.526939676,0,0.993243243,2,3,5,4,3328,19482,1
1,1,1,12,0,1,1,0,18875,0.526457454,0,0.993220339,11,3,5,4,3338,19484,1
1,1,1,16,0,2,5,0,18873,0.525490053,0,0.993174061,5,3,5,4,410.5,19484,1
1,1,1,78,0,2,0,0,18869,0.524518692,0,0.993127148,0,3,5,4,2374,19484,1
1,1,1,22,0,3,6,0,18867,0.52305417,0,0.993055556,6,3,5,4,1865,19511,1
1,1,1,49,0,2,2,0,18863,0.5220728,0,0.993006993,2,3,5,4,2418,19512,1
1,1,1,15,0,8,10,0,18861,0.518106599,0,0.992805755,11,3,5,4,1331.25,19512,1
1,1,1,3,1,1,0,0,17745,0.518298472,1,1,0,3,4,15,6753,19517,0
1,1,1,3,0,1,0,0,17743,0.517797743,0,1,0,3,4,15,0,19519,1
1,1,1,24,0,2,0,0,19139,0.770196078,0,0.670977011,34,3,4,0,0,19519,1
1,1,1,24,0,20,24,0,18849,0.507559903,0,0.992248062,29,3,5,4,402.6,19519,1
1,1,1,6,0,2,1,0,18847,0.506512158,0,0.9921875,2,3,5,4,748,19528,1
1,1,1,13,0,3,9,0,18845,0.504932154,0,0.992094862,23,3,5,4,644.6666667,19535,1
1,1,1,2,0,1,0,0,19131,0.769654088,0,0.64893617,2,3,4,0,0,19540,1
1,1,1,14,0,3,0,0,19069,0.459915612,0,0.714285714,2,3,4,1,0,19545,0
1,0.5,1,14,0,3,0,0,19071,0.454739084,0,0.5,2,3,4,1,0,19589,1
1,1,1,30,0,8,22,0,18857,0.506051053,0,0.961038961,56,3,5,1,1090.375,19596,1
1,1,1,27,0,2,6,0,18853,0.50498536,0,0.960735762,35,3,5,1,2162,19613,1
1,1,1,53,0,2,0,0,19017,0.788704581,0,0.5062574,0,3,4,1,573,19613,1
1,1,1,53,0,2,0,0,19015,0.787698413,0,0.505187535,0,3,4,0,573,19617,1
1,1,1,53,0,4,0,0,18997,0.785657051,1,0.65922619,120,3,4,1,0,19617,1
1,1,1,4,0,2,3,0,19001,0.784621578,0,0.653030303,50,3,4,1,2211,19655,1
1,1,1,48,0,2,25,0,18999,0.783576052,0,0.646604938,67,3,4,1,1389,19655,1
1,1,1,1,0,1,1,0,18859,0.504650863,0,0.5382263,1,3,5,1,2953,19655,1
1,1,1,61,0,6,7,0,19007,0.650179211,1,0.612689394,9,3,4,1,4112.666667,19656,1
1,1,1,52,0,8,8,0,19005,0.617254902,0,0.594246032,22,3,4,1,2288.5,19658,1
1,1,1,113,0,13,0,0,19003,0.548148148,0,0.560215054,31,3,4,0,0,19658,1
